taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
hCoV-19/USA/FL-BPHL-14649/2021|EPI_ISL_6565534|2021-01-21|NorthAmerica,XC,0.5,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1(1/2) XC(1/2)
hCoV-19/USA/FL-CDC-STM-000008076/2021|EPI_ISL_978715|2021-01-08|NorthAmerica,B.1.375,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000008140/2021|EPI_ISL_978639|2021-01-10|NorthAmerica,B.1.429,0.0,,Epsilon (B.1.429-like),1.0,0.0,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.06,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000008237/2021|EPI_ISL_978684|2021-01-09|NorthAmerica,B.1.375,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-LC0005795/2021|EPI_ISL_1022370|2021-01-15|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-LC0005677/2021|EPI_ISL_1022357|2021-01-15|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-STM-000008138/2021|EPI_ISL_1036708|2021-01-10|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0075/2021|EPI_ISL_1030245|2021-01-04|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-BPHL-0129/2021|EPI_ISL_1030201|2021-01-06|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-BPHL-0135/2021|EPI_ISL_1030206|2021-01-06|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-BPHL-0102/2021|EPI_ISL_1030228|2021-01-05|NorthAmerica,B.1.1.432,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1.432(1/1)
hCoV-19/USA/FL-BPHL-0232/2021|EPI_ISL_1030106|2021-01-11|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-BPHL-0117/2021|EPI_ISL_1030238|2021-01-05|NorthAmerica,B.1.400,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.400(1/1)
hCoV-19/USA/FL-BPHL-0257/2021|EPI_ISL_1030127|2021-01-11|NorthAmerica,B.1.1.434,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1.434(1/1)
hCoV-19/USA/FL-BPHL-0269/2021|EPI_ISL_1030136|2021-01-11|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-BPHL-0271/2021|EPI_ISL_1030138|2021-01-11|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0101/2021|EPI_ISL_1030017|2021-01-05|NorthAmerica,B.1.1,0.6,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.1(2/5) B.1.1.28(1/5) B.1.1.290(1/5) B.1.1.3(1/5)
hCoV-19/USA/FL-BPHL-0272/2021|EPI_ISL_1030139|2021-01-11|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-LC0006507/2021|EPI_ISL_1021741|2021-01-18|NorthAmerica,B.1.580,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.580(1/1)
hCoV-19/USA/FL-9210018873/2021|EPI_ISL_2006797|2021-01-05|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-TGH-0161/2021|EPI_ISL_1379562|2021-01-04|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-2-3847143/2021|EPI_ISL_1169489|2021-01-20|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.96,0.04,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1.7(1/1)
hCoV-19/USA/FL-BPHL-14558/2021|EPI_ISL_6565443|2021-01-21|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-BPHL-14580/2021|EPI_ISL_6565465|2021-01-20|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-USAFSAM-S2852/2021|EPI_ISL_2426781|2021-01-04|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-STM-A100115/2021|EPI_ISL_850914|2021-01-03|NorthAmerica,B.1.551,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-A100092/2021|EPI_ISL_850961|2021-01-03|NorthAmerica,B.1.311,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/USA/FL-CDC-LC0002734/2021|EPI_ISL_1029889|2021-01-01|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-237/2021|EPI_ISL_850999|2021-01-02|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0183/2021|EPI_ISL_1029992|2021-01-08|NorthAmerica,P.2,0.0,,Zeta (P.2-like),0.86,0.14,scorpio call: Alt alleles 6; Ref alleles 1; Amb alleles 0; Oth alleles 0,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: P.2(1/1)
hCoV-19/USA/FL-BPHL-0221/2021|EPI_ISL_1030174|2021-01-08|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-BPHL-0267/2021|EPI_ISL_1030134|2021-01-11|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-STM-000008263/2021|EPI_ISL_1036717|2021-01-09|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1.7(1/1)
hCoV-19/USA/FL-UW-651358221201/2021|EPI_ISL_1324151|2021-01-04|NorthAmerica,B.1.369,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.369(1/1)
hCoV-19/USA/FL-UW21011658958/2021|EPI_ISL_10514928|2021-01-16|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-BPHL-13599/2021|EPI_ISL_6366531|2021-01-11|NorthAmerica,B.1.403,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.403(1/1)
hCoV-19/USA/FL-BPHL-13589/2021|EPI_ISL_6366884|2021-01-08|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-BPHL-13591/2021|EPI_ISL_6366885|2021-01-08|NorthAmerica,B.1.234,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.234(1/1)
hCoV-19/USA/FL-BPHL-13573/2021|EPI_ISL_6366895|2021-01-04|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.243(1/1)
hCoV-19/USA/FL-BPHL-13582/2021|EPI_ISL_6366897|2021-01-07|NorthAmerica,B.1.243,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.243(1/1)
hCoV-19/USA/FL-BPHL-13596/2021|EPI_ISL_6366920|2021-01-11|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-STM-000002995/2021|EPI_ISL_966502|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0062/2021|EPI_ISL_965022|2021-01-17|NorthAmerica,B.1.427,0.0,,Epsilon (B.1.427-like),0.92,0.0,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0064/2021|EPI_ISL_965024|2021-01-17|NorthAmerica,A.2.5,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0063/2021|EPI_ISL_965023|2021-01-17|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0061/2021|EPI_ISL_965021|2021-01-16|NorthAmerica,A.2.5,0.3333333333333333,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-0060/2021|EPI_ISL_965020|2021-01-18|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002433/2021|EPI_ISL_966539|2021-01-13|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003509/2021|EPI_ISL_966576|2021-01-18|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004150/2021|EPI_ISL_966595|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000001626/2021|EPI_ISL_966547|2021-01-11|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002990/2021|EPI_ISL_966506|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003065/2021|EPI_ISL_966526|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002443/2021|EPI_ISL_966541|2021-01-13|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004116/2021|EPI_ISL_966592|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004157/2021|EPI_ISL_966558|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003054/2021|EPI_ISL_966508|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003073/2021|EPI_ISL_966516|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003574/2021|EPI_ISL_966600|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.09,scorpio call: Alt alleles 21; Ref alleles 2; Amb alleles 0; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003053/2021|EPI_ISL_966509|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002916/2021|EPI_ISL_966517|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003076/2021|EPI_ISL_966510|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003060/2021|EPI_ISL_966512|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003564/2021|EPI_ISL_966578|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003532/2021|EPI_ISL_966589|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.87,0.04,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002929/2021|EPI_ISL_966519|2021-01-16|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003556/2021|EPI_ISL_966575|2021-01-18|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003585/2021|EPI_ISL_966579|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004281/2021|EPI_ISL_966613|2021-01-21|NorthAmerica,B.1.375,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004132/2021|EPI_ISL_966560|2021-01-20|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003658/2021|EPI_ISL_966572|2021-01-18|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003675/2021|EPI_ISL_966569|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002956/2021|EPI_ISL_967397|2021-01-17|NorthAmerica,B.1.2,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000005029/2021|EPI_ISL_967164|2021-01-21|NorthAmerica,B.1.396,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004112/2021|EPI_ISL_966593|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004191/2021|EPI_ISL_966594|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003557/2021|EPI_ISL_966582|2021-01-17|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-BPHL-15354/2021|EPI_ISL_6566250|2021-01-13|NorthAmerica,B.1.575,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.575(1/1)
hCoV-19/USA/FL-BPHL-15360/2021|EPI_ISL_6566256|2021-01-16|NorthAmerica,B.1.526,0.0,,Iota (B.1.526-like),0.78,0.22,scorpio call: Alt alleles 18; Ref alleles 5; Amb alleles 0; Oth alleles 0,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: B.1.526(1/1)
hCoV-19/USA/FL-BPHL-13575/2021|EPI_ISL_6425293|2021-01-05|NorthAmerica,B.1.2,0.0,,,,,,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.2(1/1)
hCoV-19/USA/FL-CDC-STM-000003554/2021|EPI_ISL_967498|2021-01-18|NorthAmerica,B.1.375,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.04,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003069/2021|EPI_ISL_967177|2021-01-16|NorthAmerica,B.1.375,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.03,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002435/2021|EPI_ISL_966543|2021-01-13|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004229/2021|EPI_ISL_966662|2021-01-21|NorthAmerica,B.1,0.2,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004223/2021|EPI_ISL_966650|2021-01-21|NorthAmerica,B.1.234,0.0,,,,,,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000004140/2021|EPI_ISL_966553|2021-01-19|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.06,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000002467/2021|EPI_ISL_966540|2021-01-13|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PANGO-v1.12,4.1.2,0.3.17,v0.1.10,True,pass,Ambiguous_content:0.02,Assigned from designation hash.
hCoV-19/USA/FL-CDC-STM-000003606/2021|EPI_ISL_966554|2021-01-18|NorthAmerica,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.91,0.04,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0,PUSHER-v1.12,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: B.1.1.7(1/1)
