ID	SampleName	SamplingDate	Continent	Country	Location	lineage	ambiguity_score	pangoLEARN_version	pango_version	tardis_location
hCoV-19/USA/FL-BPHL-0982/2020|EPI_ISL_517872|2020-03-13|NorthAmerica	EPI_ISL_517872	2020-03-13	NorthAmerica	USA	FL	B.1	0.983595505617977	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0148/2020|EPI_ISL_480799|2020-03-11|NorthAmerica	EPI_ISL_480799	2020-03-11	NorthAmerica	USA	FL	B.1	0.950823474831826	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0560/2020|EPI_ISL_508763|2020-03-11|NorthAmerica	EPI_ISL_508763	2020-03-11	NorthAmerica	USA	FL	B.1	0.953735831598427	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2111/2020|EPI_ISL_653264|2020-03-10|NorthAmerica	EPI_ISL_653264	2020-03-10	NorthAmerica	USA	FL	B.1	0.972045454545455	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0394/2020|EPI_ISL_489803|2020-03-15|NorthAmerica	EPI_ISL_489803	2020-03-15	NorthAmerica	USA	FL	B.1	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-912/2020|EPI_ISL_571596|2020-03-22|NorthAmerica	EPI_ISL_571596	2020-03-22	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0702/2020|EPI_ISL_509760|2020-03-28|NorthAmerica	EPI_ISL_509760	2020-03-28	NorthAmerica	USA	FL	B.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1258/2020|EPI_ISL_541143|2020-03-24|NorthAmerica	EPI_ISL_541143	2020-03-24	NorthAmerica	USA	FL	B.1.201	0.977622061482821	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1093/2020|EPI_ISL_526579|2020-03-09|NorthAmerica	EPI_ISL_526579	2020-03-09	NorthAmerica	USA	FL	B.1	0.97437641723356	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0581/2020|EPI_ISL_508785|2020-03-21|NorthAmerica	EPI_ISL_508785	2020-03-21	NorthAmerica	USA	FL	B.1	0.932499409959877	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0981/2020|EPI_ISL_517871|2020-03-11|NorthAmerica	EPI_ISL_517871	2020-03-11	NorthAmerica	USA	FL	B.1	0.98927374301676	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0065/2020|EPI_ISL_1379474|2020-03-23|NorthAmerica	EPI_ISL_1379474	2020-03-23	NorthAmerica	USA	FL	B.1.383	0.990401785714286	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S018/2020|EPI_ISL_512792|2020-03-27|NorthAmerica	EPI_ISL_512792	2020-03-27	NorthAmerica	USA	FL	B.28	0.956150473113316	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0598/2020|EPI_ISL_508802|2020-03-23|NorthAmerica	EPI_ISL_508802	2020-03-23	NorthAmerica	USA	FL	B.40	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0493/2020|EPI_ISL_495399|2020-03-25|NorthAmerica	EPI_ISL_495399	2020-03-25	NorthAmerica	USA	FL	B.39	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0464/2020|EPI_ISL_495370|2020-03-24|NorthAmerica	EPI_ISL_495370	2020-03-24	NorthAmerica	USA	FL	B	0.878780366881507	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2103/2020|EPI_ISL_653256|2020-03-05|NorthAmerica	EPI_ISL_653256	2020-03-05	NorthAmerica	USA	FL	B	0.987236901030004	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2104/2020|EPI_ISL_653257|2020-03-05|NorthAmerica	EPI_ISL_653257	2020-03-05	NorthAmerica	USA	FL	B	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05|NorthAmerica	EPI_ISL_424853	2020-03-05	NorthAmerica	USA	Unknown	B	0.992650334075724	2021-11-25	v1.2.101	Global
hCoV-19/USA/FL-BPHL-0497/2020|EPI_ISL_495403|2020-03-25|NorthAmerica	EPI_ISL_495403	2020-03-25	NorthAmerica	USA	FL	B.31	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0162/2020|EPI_ISL_480813|2020-03-31|NorthAmerica	EPI_ISL_480813	2020-03-31	NorthAmerica	USA	FL	A.1	0.980387736699729	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0152/2020|EPI_ISL_480803|2020-03-30|NorthAmerica	EPI_ISL_480803	2020-03-30	NorthAmerica	USA	FL	A.1	0.975769927536232	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2025/2020|EPI_ISL_653178|2020-03-13|NorthAmerica	EPI_ISL_653178	2020-03-13	NorthAmerica	USA	FL	A.1	0.967115779858415	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0662/2020|EPI_ISL_509720|2020-03-14|NorthAmerica	EPI_ISL_509720	2020-03-14	NorthAmerica	USA	FL	A.1	0.951309993044285	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0036/2020|EPI_ISL_1379445|2020-03-17|NorthAmerica	EPI_ISL_1379445	2020-03-17	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0603/2020|EPI_ISL_508807|2020-03-18|NorthAmerica	EPI_ISL_508807	2020-03-18	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL_9656/2020|EPI_ISL_424856|2020-03-06|NorthAmerica	EPI_ISL_424856	2020-03-06	NorthAmerica	USA	Unknown	A.1	0.992650334075724	2021-11-25	v1.2.101	Global
hCoV-19/USA/FL-BPHL-0538/2020|EPI_ISL_508741|2020-03-06|NorthAmerica	EPI_ISL_508741	2020-03-06	NorthAmerica	USA	FL	A.1	0.961662075298439	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0441/2020|EPI_ISL_495347|2020-03-21|NorthAmerica	EPI_ISL_495347	2020-03-21	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0144/2020|EPI_ISL_480795|2020-03-12|NorthAmerica	EPI_ISL_480795	2020-03-12	NorthAmerica	USA	FL	A.1	0.973212258796822	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-1616/2020|EPI_ISL_603937|2020-03-18|NorthAmerica	EPI_ISL_603937	2020-03-18	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0683/2020|EPI_ISL_509741|2020-03-20|NorthAmerica	EPI_ISL_509741	2020-03-20	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UF1/2020|EPI_ISL_434636|2020-03-10|NorthAmerica	EPI_ISL_434636	2020-03-10	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UFL-UF1/2020|EPI_ISL_424350|2020-03-10|NorthAmerica	EPI_ISL_424350	2020-03-10	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0697/2020|EPI_ISL_509755|2020-03-28|NorthAmerica	EPI_ISL_509755	2020-03-28	NorthAmerica	USA	FL	A.1	0.984736251402918	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0571/2020|EPI_ISL_508775|2020-03-14|NorthAmerica	EPI_ISL_508775	2020-03-14	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0700/2020|EPI_ISL_509758|2020-03-29|NorthAmerica	EPI_ISL_509758	2020-03-29	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-1638/2020|EPI_ISL_603940|2020-03-18|NorthAmerica	EPI_ISL_603940	2020-03-18	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0094/2020|EPI_ISL_1379500|2020-03-27|NorthAmerica	EPI_ISL_1379500	2020-03-27	NorthAmerica	USA	FL	A.1	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0391/2020|EPI_ISL_489800|2020-03-15|NorthAmerica	EPI_ISL_489800	2020-03-15	NorthAmerica	USA	FL	A.1	0.98061753437007	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-790/2020|EPI_ISL_571524|2020-03-20|NorthAmerica	EPI_ISL_571524	2020-03-20	NorthAmerica	USA	FL	A.1	0.983367048775006	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0038/2020|EPI_ISL_1379447|2020-03-17|NorthAmerica	EPI_ISL_1379447	2020-03-17	NorthAmerica	USA	FL	A.1	0.98995087092452	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0440/2020|EPI_ISL_495346|2020-03-21|NorthAmerica	EPI_ISL_495346	2020-03-21	NorthAmerica	USA	FL	A.1	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0059/2020|EPI_ISL_1379468|2020-03-22|NorthAmerica	EPI_ISL_1379468	2020-03-22	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2102/2020|EPI_ISL_653255|2020-03-04|NorthAmerica	EPI_ISL_653255	2020-03-04	NorthAmerica	USA	FL	A.1	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2101/2020|EPI_ISL_653254|2020-03-04|NorthAmerica	EPI_ISL_653254	2020-03-04	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2105/2020|EPI_ISL_653258|2020-03-07|NorthAmerica	EPI_ISL_653258	2020-03-07	NorthAmerica	USA	FL	A.1	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2108/2020|EPI_ISL_653261|2020-03-08|NorthAmerica	EPI_ISL_653261	2020-03-08	NorthAmerica	USA	FL	A.1	0.987236901030004	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2107/2020|EPI_ISL_653260|2020-03-08|NorthAmerica	EPI_ISL_653260	2020-03-08	NorthAmerica	USA	FL	A.1	0.980157835400225	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2106/2020|EPI_ISL_653259|2020-03-07|NorthAmerica	EPI_ISL_653259	2020-03-07	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0145/2020|EPI_ISL_480796|2020-03-12|NorthAmerica	EPI_ISL_480796	2020-03-12	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0658/2020|EPI_ISL_509716|2020-03-13|NorthAmerica	EPI_ISL_509716	2020-03-13	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0665/2020|EPI_ISL_509723|2020-03-15|NorthAmerica	EPI_ISL_509723	2020-03-15	NorthAmerica	USA	FL	A.1	0.988595706618962	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2004/2020|EPI_ISL_653157|2020-03-26|NorthAmerica	EPI_ISL_653157	2020-03-26	NorthAmerica	USA	FL	A.1	0.989725262452535	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0660/2020|EPI_ISL_509718|2020-03-13|NorthAmerica	EPI_ISL_509718	2020-03-13	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2116/2020|EPI_ISL_653269|2020-03-11|NorthAmerica	EPI_ISL_653269	2020-03-11	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0565/2020|EPI_ISL_508769|2020-03-13|NorthAmerica	EPI_ISL_508769	2020-03-13	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2115/2020|EPI_ISL_653268|2020-03-11|NorthAmerica	EPI_ISL_653268	2020-03-11	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL_5091/2020|EPI_ISL_419560|2020-02-28|NorthAmerica	EPI_ISL_419560	2020-02-28	NorthAmerica	USA	Unknown	A.1	0.992650334075724	2021-11-25	v1.2.101	Global
hCoV-19/USA/FL-BPHL-2003/2020|EPI_ISL_653156|2020-03-26|NorthAmerica	EPI_ISL_653156	2020-03-26	NorthAmerica	USA	FL	A.1	0.917165429734259	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0795/2020|EPI_ISL_514141|2020-03-21|NorthAmerica	EPI_ISL_514141	2020-03-21	NorthAmerica	USA	FL	A.1	0.985874439461883	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0599/2020|EPI_ISL_508803|2020-03-21|NorthAmerica	EPI_ISL_508803	2020-03-21	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0796/2020|EPI_ISL_514142|2020-03-21|NorthAmerica	EPI_ISL_514142	2020-03-21	NorthAmerica	USA	FL	A.1	0.99175211769951	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0575/2020|EPI_ISL_508779|2020-03-21|NorthAmerica	EPI_ISL_508779	2020-03-21	NorthAmerica	USA	FL	A.1	0.988143176733781	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0568/2020|EPI_ISL_508772|2020-03-13|NorthAmerica	EPI_ISL_508772	2020-03-13	NorthAmerica	USA	FL	A.1	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0393/2020|EPI_ISL_489802|2020-03-17|NorthAmerica	EPI_ISL_489802	2020-03-17	NorthAmerica	USA	FL	A.2	0.975769927536232	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0392/2020|EPI_ISL_489801|2020-03-17|NorthAmerica	EPI_ISL_489801	2020-03-17	NorthAmerica	USA	FL	A.2	0.973445301861098	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0063/2020|EPI_ISL_1379472|2020-03-22|NorthAmerica	EPI_ISL_1379472	2020-03-22	NorthAmerica	USA	FL	A.3	0.987463622117752	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0055/2020|EPI_ISL_1379464|2020-03-21|NorthAmerica	EPI_ISL_1379464	2020-03-21	NorthAmerica	USA	FL	A.3	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0062/2020|EPI_ISL_1379471|2020-03-22|NorthAmerica	EPI_ISL_1379471	2020-03-22	NorthAmerica	USA	FL	A.3	0.985191833071573	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-574/2020|EPI_ISL_571286|2020-03-18|NorthAmerica	EPI_ISL_571286	2020-03-18	NorthAmerica	USA	FL	A.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-943/2020|EPI_ISL_571598|2020-03-22|NorthAmerica	EPI_ISL_571598	2020-03-22	NorthAmerica	USA	FL	A.3	0.986556128164911	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-2018/2020|EPI_ISL_604326|2020-03-16|NorthAmerica	EPI_ISL_604326	2020-03-16	NorthAmerica	USA	FL	A.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1260/2020|EPI_ISL_541145|2020-03-26|NorthAmerica	EPI_ISL_541145	2020-03-26	NorthAmerica	USA	FL	A.3	0.941740758072064	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0595/2020|EPI_ISL_508799|2020-03-24|NorthAmerica	EPI_ISL_508799	2020-03-24	NorthAmerica	USA	FL	A.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0597/2020|EPI_ISL_508801|2020-03-24|NorthAmerica	EPI_ISL_508801	2020-03-24	NorthAmerica	USA	FL	A.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0676/2020|EPI_ISL_509734|2020-03-24|NorthAmerica	EPI_ISL_509734	2020-03-24	NorthAmerica	USA	FL	A.3	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S010/2020|EPI_ISL_512786|2020-03-24|NorthAmerica	EPI_ISL_512786	2020-03-24	NorthAmerica	USA	FL	A.3	0.972745855098796	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0485/2020|EPI_ISL_495391|2020-03-21|NorthAmerica	EPI_ISL_495391	2020-03-21	NorthAmerica	USA	FL	A	0.9675873088336	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0714/2020|EPI_ISL_509772|2020-03-31|NorthAmerica	EPI_ISL_509772	2020-03-31	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0602/2020|EPI_ISL_508806|2020-03-20|NorthAmerica	EPI_ISL_508806	2020-03-20	NorthAmerica	USA	FL	A	0.979237192507335	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0487/2020|EPI_ISL_495393|2020-03-23|NorthAmerica	EPI_ISL_495393	2020-03-23	NorthAmerica	USA	FL	A	0.98995087092452	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL_9655/2020|EPI_ISL_424854|2020-03-05|NorthAmerica	EPI_ISL_424854	2020-03-05	NorthAmerica	USA	Unknown	A	0.992650334075724	2021-11-25	v1.2.101	Global
hCoV-19/USA/FL-CDC-2718/2020|EPI_ISL_452111|2020-03-09|NorthAmerica	EPI_ISL_452111	2020-03-09	NorthAmerica	USA	FL	A	0.992425930051236	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0898/2020|EPI_ISL_517788|2020-03-24|NorthAmerica	EPI_ISL_517788	2020-03-24	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-2510/2020|EPI_ISL_604775|2020-03-17|NorthAmerica	EPI_ISL_604775	2020-03-17	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0584/2020|EPI_ISL_508788|2020-03-20|NorthAmerica	EPI_ISL_508788	2020-03-20	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0078/2020|EPI_ISL_1492445|2020-03-24|NorthAmerica	EPI_ISL_1492445	2020-03-24	NorthAmerica	USA	FL	A	0.945441827931919	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0075/2020|EPI_ISL_1492444|2020-03-23|NorthAmerica	EPI_ISL_1492444	2020-03-23	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2100/2020|EPI_ISL_653253|2020-03-05|NorthAmerica	EPI_ISL_653253	2020-03-05	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0682/2020|EPI_ISL_509740|2020-03-26|NorthAmerica	EPI_ISL_509740	2020-03-26	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0082/2020|EPI_ISL_1379489|2020-03-25|NorthAmerica	EPI_ISL_1379489	2020-03-25	NorthAmerica	USA	FL	A	0.989725262452535	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UFL-UF2/2020|EPI_ISL_424351|2020-03-27|NorthAmerica	EPI_ISL_424351	2020-03-27	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-UF2/2020|EPI_ISL_434637|2020-03-27|NorthAmerica	EPI_ISL_434637	2020-03-27	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0142/2020|EPI_ISL_480793|2020-03-09|NorthAmerica	EPI_ISL_480793	2020-03-09	NorthAmerica	USA	FL	A	0.978084048802531	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0141/2020|EPI_ISL_480792|2020-03-09|NorthAmerica	EPI_ISL_480792	2020-03-09	NorthAmerica	USA	FL	A	0.965935070873343	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2026/2020|EPI_ISL_653179|2020-03-15|NorthAmerica	EPI_ISL_653179	2020-03-15	NorthAmerica	USA	FL	A	0.978084048802531	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-2513/2020|EPI_ISL_604776|2020-03-16|NorthAmerica	EPI_ISL_604776	2020-03-16	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0080/2020|EPI_ISL_1379487|2020-03-25|NorthAmerica	EPI_ISL_1379487	2020-03-25	NorthAmerica	USA	FL	A	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0043/2020|EPI_ISL_1379452|2020-03-19|NorthAmerica	EPI_ISL_1379452	2020-03-19	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0060/2020|EPI_ISL_1379469|2020-03-22|NorthAmerica	EPI_ISL_1379469	2020-03-22	NorthAmerica	USA	FL	A	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0083/2020|EPI_ISL_1379490|2020-03-25|NorthAmerica	EPI_ISL_1379490	2020-03-25	NorthAmerica	USA	FL	A	0.989047831917747	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-788/2020|EPI_ISL_571523|2020-03-21|NorthAmerica	EPI_ISL_571523	2020-03-21	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-USAFSAM-S009/2020|EPI_ISL_512785|2020-03-19|NorthAmerica	EPI_ISL_512785	2020-03-19	NorthAmerica	USA	FL	A	0.987010078387458	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1227/2020|EPI_ISL_541237|2020-03-30|NorthAmerica	EPI_ISL_541237	2020-03-30	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-QDX-785/2020|EPI_ISL_571520|2020-03-21|NorthAmerica	EPI_ISL_571520	2020-03-21	NorthAmerica	USA	FL	A	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0396/2020|EPI_ISL_489805|2020-03-17|NorthAmerica	EPI_ISL_489805	2020-03-17	NorthAmerica	USA	FL	B.1	0.973212258796822	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-TGH-0098/2020|EPI_ISL_1379503|2020-03-30|NorthAmerica	EPI_ISL_1379503	2020-03-30	NorthAmerica	USA	FL	B	0.985647006055169	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-2121/2020|EPI_ISL_653274|2020-03-12|NorthAmerica	EPI_ISL_653274	2020-03-12	NorthAmerica	USA	FL	B	0.992650334075724	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0704/2020|EPI_ISL_509762|2020-03-27|NorthAmerica	EPI_ISL_509762	2020-03-27	NorthAmerica	USA	FL	B.3	0.972512494320763	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0881/2020|EPI_ISL_517772|2020-04-03|NorthAmerica	EPI_ISL_517772	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0390/2020|EPI_ISL_489799|2020-04-29|NorthAmerica	EPI_ISL_489799	2020-04-29	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0880/2020|EPI_ISL_517771|2020-04-03|NorthAmerica	EPI_ISL_517771	2020-04-03	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-02/2020|EPI_ISL_436506|2020-04-05|NorthAmerica	EPI_ISL_436506	2020-04-05	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1815/2020|EPI_ISL_613904|2020-04-07|NorthAmerica	EPI_ISL_613904	2020-04-07	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1864/2020|EPI_ISL_613942|2020-04-10|NorthAmerica	EPI_ISL_613942	2020-04-10	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0636/2020|EPI_ISL_508840|2020-04-06|NorthAmerica	EPI_ISL_508840	2020-04-06	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0637/2020|EPI_ISL_508841|2020-04-06|NorthAmerica	EPI_ISL_508841	2020-04-06	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0610/2020|EPI_ISL_508814|2020-04-03|NorthAmerica	EPI_ISL_508814	2020-04-03	NorthAmerica	USA	FL	B.1	0.973911070780399	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0635/2020|EPI_ISL_508839|2020-04-06|NorthAmerica	EPI_ISL_508839	2020-04-06	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1248/2020|EPI_ISL_541151|2020-04-14|NorthAmerica	EPI_ISL_541151	2020-04-14	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0472/2020|EPI_ISL_495378|2020-04-02|NorthAmerica	EPI_ISL_495378	2020-04-02	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1956/2020|EPI_ISL_653109|2020-04-11|NorthAmerica	EPI_ISL_653109	2020-04-11	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1969/2020|EPI_ISL_653122|2020-04-15|NorthAmerica	EPI_ISL_653122	2020-04-15	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0332/2020|EPI_ISL_489741|2020-04-15|NorthAmerica	EPI_ISL_489741	2020-04-15	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-0318/2020|EPI_ISL_489727|2020-04-13|NorthAmerica	EPI_ISL_489727	2020-04-13	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
hCoV-19/USA/FL-BPHL-1847/2020|EPI_ISL_613927|2020-04-09|NorthAmerica	EPI_ISL_613927	2020-04-09	NorthAmerica	USA	FL	B.1	NA	2021-11-25	v1.2.101	FL
